AKTV,#genre#
猛鬼山坟2【国语】(香港恐怖片),https://v.cdnlz17.com/20231012/29397_fff1a89c/index.m3u8
猛鬼山坟【国语】(香港恐怖片),https://v.cdnlz17.com/20231012/29398_6c0a6895/index.m3u8
生化特警之丧尸任务【国语】(香港恐怖片),https://v.cdnlz17.com/20231012/29399_cea1dfa6/index.m3u8
黑暗收割(美国恐怖片),https://v.cdnlz12.com/20231014/10552_448bedab/index.m3u8
要命会议(瑞典恐怖片),https://v.cdnlz12.com/20231014/10551_f94cd837/index.m3u8
儿童捕手(美国恐怖片),https://v.cdnlz11.com/20231014/17752_6f313652/index.m3u8
宠物坟场2(美国恐怖片),https://v.cdnlz11.com/20231014/17751_d24f56d5/index.m3u8
母亲的皮下(菲律宾恐怖片),https://v.cdnlz11.com/20231013/17745_76340a9e/index.m3u8
深居在内(美国恐怖片),https://v.cdnlz11.com/20231013/17740_1805ff70/index.m3u8
咒怨3(美国恐怖片),https://v.cdnlz17.com/20231011/29063_14fd8672/index.m3u8
咒怨(美国恐怖片),https://v.cdnlz17.com/20231011/29064_55fdaa83/index.m3u8
超级名模2021(韩国恐怖片),https://v.cdnlz11.com/20231010/17723_e0bf19f8/index.m3u8
蜘蛛灾2(美国恐怖片),https://v1.cdnlz1.com/20231010/22583_4032173a/index.m3u8
致命录像带85(美国恐怖片),https://v.cdnlz11.com/20231009/17711_c291ce00/index.m3u8
洞2001(英国恐怖片),https://v1.cdnlz1.com/20231009/22556_01b62f35/index.m3u8
2001个疯子(美国恐怖片),https://v.cdnlz11.com/20231007/17701_8fa31cd4/index.m3u8
绝对杀手2023(美国恐怖片),https://v.cdnlz11.com/20231006/17695_5fe76897/index.m3u8
女巫布莱尔2：影子之书(美国恐怖片),https://v.cdnlz12.com/20231005/10520_9ccdf201/index.m3u8
我的野兽(加拿大恐怖片),https://v1.cdnlz1.com/20231004/22380_b67c5f31/index.m3u8
异界招魂(美国恐怖片),https://v.cdnlz4.com/20231002/26063_dd94ebb2/index.m3u8
修女2(美国恐怖片),https://v.cdnlz2.com/20231003/26585_002a67eb/index.m3u8
火中之眼(美国恐怖片),https://v.cdnlz2.com/20231003/26584_aebae926/index.m3u8
邪魔的弥赛亚(美国恐怖片),https://v.cdnlz2.com/20231003/26583_177830be/index.m3u8
附加物2023(美国恐怖片),https://v.cdnlz2.com/20231003/26579_28e49460/index.m3u8
惊叫大电影(美国恐怖片),https://v.cdnlz17.com/20230930/27346_9c9b7815/index.m3u8
茱莉娅的眼睛(西班牙恐怖片),https://v.cdnlz3.com/20231002/22132_f656288d/index.m3u8
变种女狼(加拿大恐怖片),https://v.cdnlz3.com/20231001/22084_a2a63c0a/index.m3u8
活着(韩国恐怖片),https://v.cdnlz17.com/20230930/27172_4487f9d8/index.m3u8
恶魔游戏2023(美国恐怖片),https://v.cdnlz3.com/20230928/22003_7160fbc9/index.m3u8
解剖2000(德国恐怖片),https://v.cdnlz3.com/20230928/21993_0d05b8c4/index.m3u8
暴行展览(美国恐怖片),https://v.cdnlz2.com/20230927/26455_5fd23a39/index.m3u8
玉水站之鬼(韩国恐怖片),https://v1.cdnlz1.com/20230926/22309_49ddfe52/index.m3u8
超速魔侠3：纯真的终点(美国恐怖片),https://v1.cdnlz1.com/20230925/22294_e9a57b21/index.m3u8
生人勿近之问米(香港恐怖片),https://v.cdnlz3.com/20230924/21887_08d43bb7/index.m3u8
铁甲学堂续集之非常插班生(美国恐怖片),https://v.cdnlz3.com/20230924/21882_cbac5229/index.m3u8
猛鬼屋1999(美国恐怖片),https://v.cdnlz3.com/20230923/21846_1d312ef2/index.m3u8
魔偶奇谭7前身(美国恐怖片),https://v.cdnlz2.com/20230923/26360_b8cc41e0/index.m3u8
复仇名册(美国恐怖片),https://v.cdnlz3.com/20230922/21840_73ce868d/index.m3u8
逃离夺命岛(美国恐怖片),https://v.cdnlz3.com/20230922/21825_1fccf425/index.m3u8
鬼入侵1999(美国恐怖片),https://v.cdnlz3.com/20230921/21776_fa4a33f2/index.m3u8
蝙蝠1999(美国恐怖片),https://v.cdnlz3.com/20230921/21775_aa618ff1/index.m3u8
圣痕(美国恐怖片),https://v.cdnlz2.com/20230921/26282_09ef94cc/index.m3u8
恋恋同路人(法国恐怖片),https://v.cdnlz4.com/20230920/26057_9ea16ca9/index.m3u8
魂牵梦屋(加拿大恐怖片),https://v.cdnlz4.com/20230920/26051_0d35c3f7/index.m3u8
下意识的残忍(加拿大恐怖片),https://v1.cdnlz1.com/20230920/22255_6253e086/index.m3u8
地狱城(美国恐怖片),https://v1.cdnlz1.com/20230920/22227_6320d28b/index.m3u8
富江1999(日本恐怖片),https://v.cdnlz3.com/20230919/21745_208a6d5f/index.m3u8
禁入鬼门关(美国恐怖片),https://v.cdnlz3.com/20230919/21683_565db468/index.m3u8
碟仙2019(大陆恐怖片),https://v1.cdnlz1.com/20230918/22201_74b6584d/index.m3u8
巫蛊之术(墨西哥/德国/智利恐怖片),https://v.cdnlz12.com/20230916/10482_9ec4792e/index.m3u8
鬼娃新娘(美国恐怖片),https://v.cdnlz12.com/20230916/10462_e5c0744e/index.m3u8
异形狂飙(美国恐怖片),https://v1.cdnlz1.com/20230915/22106_ecd3e963/index.m3u8
禁止尖叫(美国恐怖片),https://v1.cdnlz1.com/20230915/22075_3026f720/index.m3u8
冥绝村(大陆恐怖片),https://v.cdnlz12.com/20230914/10449_59dcdfda/index.m3u8
鬼畜大宴会(日本恐怖片),https://v.cdnlz12.com/20230914/10441_f063302c/index.m3u8
第三类终结者(美国恐怖片),https://v.cdnlz12.com/20230913/10385_ed1dfed3/index.m3u8
湘西诡案(大陆恐怖片),https://v.cdnlz12.com/20230913/10377_b9947729/index.m3u8
瘦长鬼影(美国恐怖片),https://v.cdnlz12.com/20230913/10373_29d82056/index.m3u8
给我讲个恐怖故事(美国恐怖片),https://v.cdnlz12.com/20230913/10364_db40f20c/index.m3u8
淡季2021(美国恐怖片),https://v.cdnlz12.com/20230913/10348_557034d8/index.m3u8
回应我(澳大利亚/英国恐怖片),https://v.cdnlz12.com/20230912/10299_8072653b/index.m3u8
索命咒(美国恐怖片),https://v.cdnlz12.com/20230912/10287_66283cf6/index.m3u8
僵尸翻生【粤语】(香港恐怖片),https://vip1.lz-cdn6.com/20220410/3281_05ee37d4/index.m3u8
回溯迷踪2015(西班牙恐怖片),https://v.cdnlz12.com/20230911/10213_f7b22dd2/index.m3u8
至死不渝的爱(日本恐怖片),https://v.cdnlz16.com/20230911/38417_8edc1cea/index.m3u8
幽霊VS宇宙人(日本恐怖片),https://v.cdnlz16.com/20230911/38418_4bd08316/index.m3u8
四人帮之钱不够洗【国语】(香港恐怖片),https://v.cdnlz16.com/20230911/38416_839d88ae/index.m3u8
死神之吻(意大利恐怖片),https://v.cdnlz16.com/20230911/38414_b419350f/index.m3u8
秋山夜谭(台湾恐怖片),https://v.cdnlz16.com/20230911/38409_f1f3bbaa/index.m3u8
怪物布劳(加拿大恐怖片),https://v.cdnlz16.com/20230911/38404_54f045b7/index.m3u8
毒蛊【国语】(香港恐怖片),https://v.cdnlz16.com/20230911/38406_4b333fd8/index.m3u8
女孩2021(印度恐怖片),https://v.cdnlz12.com/20230910/10186_6dcbf7bc/index.m3u8
非请勿进(英国恐怖片),https://v.cdnlz12.com/20230910/10179_71676c3c/index.m3u8
圣兽学园(日本恐怖片),https://v.cdnlz16.com/20230908/38298_4277e188/index.m3u8
得墨忒耳号的最后航程(美国恐怖片),https://v.cdnlz16.com/20230907/38039_f75fba78/index.m3u8
新生,重生(美国恐怖片),https://v.cdnlz12.com/20230906/9977_5f146494/index.m3u8
僵尸乌托邦(马来西亚恐怖片),https://v.cdnlz12.com/20230905/9877_bfb610e1/index.m3u8
作恶者(美国恐怖片),https://v.cdnlz12.com/20230905/9867_cf0c85ae/index.m3u8
猫妖2017(加拿大恐怖片),https://v.cdnlz3.com/20230904/21606_6ac5c0fc/index.m3u8
夺命惊吓(美国恐怖片),https://v.cdnlz3.com/20230904/21594_3725bcc3/index.m3u8
X圣治(日本恐怖片),https://v.cdnlz3.com/20230904/21591_14cb8159/index.m3u8
篝火故事1997(美国恐怖片),https://v.cdnlz3.com/20230904/21590_26953396/index.m3u8
鬼精灵出笼(美国恐怖片),https://v.cdnlz3.com/20230904/21587_e9fe967f/index.m3u8
白色杀机2(美国恐怖片),https://v.cdnlz3.com/20230902/21545_f1c3b23a/index.m3u8
白色杀机(美国恐怖片),https://v.cdnlz3.com/20230902/21544_810c2630/index.m3u8
看谁在尖叫(美国恐怖片),https://v.cdnlz3.com/20230902/21539_8c7d9639/index.m3u8
恶魔咆哮4：预言实现(加拿大恐怖片),https://v.cdnlz3.com/20230902/21537_d1b15e2b/index.m3u8
恶魔咆哮(美国恐怖片),https://v.cdnlz3.com/20230902/21535_9dbe814c/index.m3u8
恶魔咆哮2(美国恐怖片),https://v.cdnlz3.com/20230902/21534_16552af0/index.m3u8
地铁惊魂(英国恐怖片),https://v.cdnlz3.com/20230902/21532_18123649/index.m3u8
安息(美国恐怖片),https://v.cdnlz3.com/20230902/21531_0d98a4c8/index.m3u8
安息2(美国恐怖片),https://v.cdnlz3.com/20230902/21530_d2f48466/index.m3u8
尼尼·特豪克(印度尼西亚恐怖片),https://v.cdnlz4.com/20230901/25977_4a97db2e/index.m3u8
你的男友是我的(美国恐怖片),https://v.cdnlz4.com/20230901/25973_0f18d386/index.m3u8
猛鬼203号房(美国恐怖片),https://v.cdnlz4.com/20230901/25972_4bca00ed/index.m3u8
深陷恐惧(比利时恐怖片),https://v.cdnlz4.com/20230901/25968_1b085951/index.m3u8
猛鬼霸王花【粤语】(香港恐怖片),https://vip.lz-cdn17.com/20230829/25525_dfbab1a1/index.m3u8
猛鬼霸王花【国语】(香港恐怖片),https://vip.lz-cdn17.com/20230829/25524_d96cc5b4/index.m3u8
胆破心惊2(美国恐怖片),https://vip.lz-cdn3.com/20230831/21472_161b9520/index.m3u8
第七幻象2：重返阴阳界(美国恐怖片),https://vip.lz-cdn12.com/20230830/9713_e143ed9f/index.m3u8
魔偶奇谭：死亡医生(美国恐怖片),https://vip.lz-cdn12.com/20230830/9651_07e144df/index.m3u8
捉迷藏2005(美国恐怖片),https://vip.lz-cdn16.com/20230827/37052_aeeb01b0/index.m3u8
火车2012(韩国恐怖片),https://vip.lz-cdn16.com/20230827/37038_e7e1078e/index.m3u8
高楼惊魂(英国恐怖片),https://vip.lz-cdn3.com/20230829/21404_2efb884f/index.m3u8
柜魔2023(美国恐怖片),https://vip1.lz-cdn1.com/20230829/22031_0df40e4f/index.m3u8
寂静之声2023(意大利恐怖片),https://vip.lz-cdn12.com/20230828/9640_73561c03/index.m3u8
不露声色(美国恐怖片),https://vip.lz-cdn12.com/20230828/9588_7ba67555/index.m3u8
意乱情迷2023(美国恐怖片),https://vip.lz-cdn3.com/20230827/21372_4cec7705/index.m3u8
暮色渐浓2022(塞尔维亚/丹麦/保加利亚/希腊/意大利恐怖片),https://vip.lz-cdn3.com/20230827/21365_23648fab/index.m3u8
倒忌时(美国恐怖片),https://vip.lz-cdn3.com/20230827/21349_5d7487d9/index.m3u8
原始狂暴：大脚怪传奇(美国恐怖片),https://vip.lz-cdn3.com/20230827/21341_4f41c69c/index.m3u8
情妇2022(美国恐怖片),https://vip.lz-cdn12.com/20230826/9574_35fe999c/index.m3u8
爱宠2016(西班牙恐怖片),https://vip.lz-cdn12.com/20230826/9566_661f3e8b/index.m3u8
犯罪读者俱乐部(西班牙恐怖片),https://vip.lz-cdn12.com/20230825/9552_100cecdf/index.m3u8
血腥兄弟会(美国恐怖片),https://vip.lz-cdn3.com/20230825/21299_aa4ffc8a/index.m3u8
恶灵旅店(中国台湾/印度尼西亚/新加坡恐怖片),https://vip.lz-cdn3.com/20230825/21293_e41c9b4d/index.m3u8
毛骨悚然撞鬼经2023夏季特别篇(日本恐怖片),https://vip.lz-cdn16.com/20230822/36466_988e3bac/index.m3u8
最后的吸血鬼2023(美国恐怖片),https://vip.lz-cdn3.com/20230823/21239_e2cc5df2/index.m3u8
登帕卡农(泰国恐怖片),https://vip1.lz-cdn1.com/20230824/21971_cab668cf/index.m3u8
童年来客(美国恐怖片),https://vip1.lz-cdn1.com/20230823/21959_a493c434/index.m3u8
血鹦鹉【国语】(香港恐怖片),https://vip.lz-cdn3.com/20230823/21237_72839990/index.m3u8
幽冥之家(美国恐怖片),https://vip.lz-cdn3.com/20230823/21235_5ee9d2ca/index.m3u8
愤怒的黑人女孩与她的怪物(美国恐怖片),https://vip.lz-cdn12.com/20230822/9514_389fb7ee/index.m3u8
阴阳先生(大陆恐怖片),https://vip.lz-cdn12.com/20230820/9424_148a1aad/index.m3u8
致命真相2016(俄罗斯恐怖片),https://vip.lz-cdn12.com/20230820/9423_e9c7e8b1/index.m3u8
校园鬼谈(泰国恐怖片),https://vip1.lz-cdn1.com/20230820/21911_7b8c9668/index.m3u8
酒吧(西班牙恐怖片),https://vip.lz-cdn17.com/20230818/25219_ceea3e4a/index.m3u8
童使(日本恐怖片),https://vip1.lz-cdn1.com/20230819/21904_81ba9339/index.m3u8
阴风阵阵2018(意大利/美国恐怖片),https://vip1.lz-cdn1.com/20230818/21888_8dd88456/index.m3u8
鬼乱5(泰国恐怖片),https://vip1.lz-cdn1.com/20230818/21882_95ce58e3/index.m3u8
夺魂(越南恐怖片),https://vip.lz-cdn3.com/20230817/21172_91780438/index.m3u8
8号展品恐怖片(荷兰恐怖片),https://vip1.lz-cdn1.com/20230817/21876_fdf34278/index.m3u8
嗜血派对2018(美国恐怖片),https://vip1.lz-cdn1.com/20230817/21872_4df44ce6/index.m3u8
寻找消失的妹妹(美国恐怖片),https://vip.lz-cdn3.com/20230817/21133_2f95202a/index.m3u8
明智小五郎美女系列4：白美人鱼的美女(日本恐怖片),https://vip.lz-cdn16.com/20230815/35181_33257fd6/index.m3u8
明智小五郎美女系列3：死刑台的美女(日本恐怖片),https://vip.lz-cdn16.com/20230815/35179_cbf6c9a9/index.m3u8
明智小五郎美女系列2：浴室的美女(日本恐怖片),https://vip.lz-cdn16.com/20230815/35180_afcd9be6/index.m3u8
明智小五郎美女系列1：冰柱的美女(日本恐怖片),https://vip.lz-cdn16.com/20230815/35178_04ff30c7/index.m3u8
鲵鱼(美国恐怖片),https://vip1.lz-cdn1.com/20230815/21835_fce96037/index.m3u8
鮟鱇鱼(美国恐怖片),https://vip.lz-cdn4.com/20230810/25960_54db61e8/index.m3u8
煤气灯(印度恐怖片),https://vip.lz-cdn4.com/20230810/25958_c339ba11/index.m3u8
祭品(美国恐怖片),https://vip.lz-cdn4.com/20230810/25954_d226b3a2/index.m3u8
鬼仔(新加坡恐怖片),https://vip1.lz-cdn1.com/20230814/21802_1fe22e18/index.m3u8
招魂2015(新加坡恐怖片),https://vip1.lz-cdn1.com/20230812/21766_13c30805/index.m3u8
蛛网男孩(美国恐怖片),https://vip.lz-cdn3.com/20230811/21042_25a5e131/index.m3u8
缪斯2017(美国恐怖片),https://vip1.lz-cdn1.com/20230811/21744_c1ab8794/index.m3u8
新村丧尸漫画2014(韩国恐怖片),https://vip1.lz-cdn1.com/20230810/21737_a1b5ce22/index.m3u8
灵异守夜1992(英国恐怖片),https://vip1.lz-cdn1.com/20230810/21734_14847a86/index.m3u8
亚种5：血起(罗马尼亚/美国恐怖片),https://vip1.lz-cdn1.com/20230810/21730_d946628c/index.m3u8
窃劫复仇2022(美国恐怖片),https://vip1.lz-cdn1.com/20230810/21726_a13042c2/index.m3u8
二重身2014(日本恐怖片),https://vip1.lz-cdn1.com/20230810/21722_496a97d6/index.m3u8
解剖学教室2007(韩国恐怖片),https://vip.lz-cdn3.com/20230809/20955_e0494d56/index.m3u8
四人餐桌2003(韩国恐怖片),https://vip.lz-cdn3.com/20230809/20954_7fb9207c/index.m3u8
冷眼杀机1982(台湾恐怖片),https://vip1.lz-cdn1.com/20230809/21714_732986a0/index.m3u8
猛鬼食人胎1998【国语】(香港恐怖片),https://vip1.lz-cdn1.com/20230808/21700_a6c58e51/index.m3u8
茅山学堂1986【国语】(香港恐怖片),https://vip1.lz-cdn1.com/20230808/21699_2413bbe5/index.m3u8
入魔1994【粤语】(香港恐怖片),https://vip1.lz-cdn1.com/20230808/21693_d666303c/index.m3u8
人肉天妇罗1993【粤语】(香港恐怖片),https://vip1.lz-cdn1.com/20230808/21691_d206f7b0/index.m3u8
美女试爆场(澳大利亚恐怖片),https://vip.lz-cdn4.com/20230806/25939_5d61f8d9/index.m3u8
九子天魔(台湾恐怖片),https://vip1.lz-cdn1.com/20230807/21675_5536174b/index.m3u8
扣扣事件之古宅魅影(大陆恐怖片),https://vip1.lz-cdn1.com/20230807/21666_d233336a/index.m3u8
马柔本宅秘事(西班牙恐怖片),https://vip1.lz-cdn1.com/20230807/21663_1086d91f/index.m3u8
灵异骇客1999(美国恐怖片),https://vip1.lz-cdn1.com/20230805/21646_74867518/index.m3u8
身在其中2007(法国恐怖片),https://vip1.lz-cdn1.com/20230805/21643_0db278bf/index.m3u8
恐怖游泳教练2022(美国恐怖片),https://vip1.lz-cdn1.com/20230805/21640_256da7c6/index.m3u8
彼岸岛2009(韩国恐怖片),https://vip1.lz-cdn1.com/20230805/21634_207e45c9/index.m3u8
旧神(英国恐怖片),https://vip.lz-cdn12.com/20230804/9054_b5c13488/index.m3u8
雅各布之妻(美国恐怖片),https://vip1.lz-cdn1.com/20230804/21619_ebba2380/index.m3u8
一个人的捉迷藏(韩国恐怖片),https://vip1.lz-cdn1.com/20230804/21618_3000f580/index.m3u8
忧心忡忡2022(立陶宛恐怖片),https://vip1.lz-cdn1.com/20230804/21614_bddebf2b/index.m3u8
恐惧之灵(美国恐怖片),https://vip1.lz-cdn1.com/20230803/21612_e9ad2f31/index.m3u8
魅祸啦啦队(美国恐怖片),https://vip1.lz-cdn1.com/20230802/21599_99cd34c5/index.m3u8
荒岛惊魂2005(美国恐怖片),https://vip1.lz-cdn1.com/20230801/21578_a1221aeb/index.m3u8
潜伏5：红门(加拿大恐怖片),https://vip1.lz-cdn1.com/20230801/21577_9b847374/index.m3u8
爱上你杀了你(美国恐怖片),https://vip1.lz-cdn1.com/20230801/21570_61d7260b/index.m3u8
蜜月屠刀(意大利/西班牙怖片),https://vip1.lz-cdn1.com/20230801/21562_6cf3ff88/index.m3u8
同情恶魔(美国恐怖片),https://vip.lz-cdn12.com/20230731/8962_489ff911/index.m3u8
话事人(印度恐怖片),https://vip1.lz-cdn1.com/20230731/21539_44aecefc/index.m3u8
亲属关系(英国恐怖片),https://vip1.lz-cdn1.com/20230731/21538_18bc404c/index.m3u8
悬案密码4：64号病历(丹麦/德国恐怖片),https://vip1.lz-cdn1.com/20230730/21531_c49c5c81/index.m3u8
夜幕救援(印度恐怖片),https://vip.lz-cdn12.com/20230726/8880_1b2b6c97/index.m3u8
催魂黑胶(墨西哥/瑞典恐怖片),https://vip.lz-cdn12.com/20230726/8879_be16e3f7/index.m3u8
死亡之地(美国恐怖片),https://vip1.lz-cdn1.com/20230729/21514_b50570c3/index.m3u8
恶魔们2023(韩国恐怖片),https://vip1.lz-cdn1.com/20230729/21502_c6daab96/index.m3u8
13次驱魔(西班牙恐怖片),https://vip1.lz-cdn1.com/20230728/21464_bf032de3/index.m3u8
打更人怪谈(大陆恐怖片),https://vip.lz-cdn3.com/20230727/20627_6363a996/index.m3u8
换命天堂(德国恐怖片),https://vip1.lz-cdn1.com/20230727/21462_2a3c8196/index.m3u8
咒怨：黑少女(日本恐怖片),https://vip.lz-cdn16.com/20230725/32579_1ec57c37/index.m3u8
咒怨：白老妇(日本恐怖片),https://vip.lz-cdn16.com/20230725/32578_0708cd61/index.m3u8
僵尸2013【粤语】(香港恐怖片),https://vip.lz-cdn16.com/20230726/32622_3d7f4974/index.m3u8
僵尸2013【国语】(香港恐怖片),https://vip.lz-cdn16.com/20230726/32621_2bd0fafa/index.m3u8
寂静岭原声(加拿大恐怖片),https://vip.lz-cdn16.com/20230726/32620_7d80a3e5/index.m3u8
行尸之惧：462航班(美国恐怖片),https://vip.lz-cdn16.com/20230723/32503_4e3d35f3/index.m3u8
吸血鬼在塞尔维亚(英国恐怖片),https://vip1.lz-cdn1.com/20230726/21442_cbdc6eaf/index.m3u8
黎明将逝(美国恐怖片),https://vip1.lz-cdn1.com/20230726/21440_12527be8/index.m3u8
保姆惊魂夜(西班牙恐怖片),https://vip1.lz-cdn1.com/20230725/21418_ddc0ddad/index.m3u8
胎儿驱魔(美国恐怖片),https://vip1.lz-cdn1.com/20230725/21415_d9cc407f/index.m3u8
女族长2018(英国恐怖片),https://vip1.lz-cdn1.com/20230725/21413_dae73ca3/index.m3u8
美狄亚的诅咒2023(俄罗斯恐怖片),https://vip1.lz-cdn1.com/20230724/21405_68fcfd4e/index.m3u8
恶魔女追逐者(恐怖片),https://vip1.lz-cdn1.com/20230724/21404_7245bbe5/index.m3u8
恐怖大妈(日本恐怖片),https://vip1.lz-cdn1.com/20230724/21392_134364c7/index.m3u8
窥镜(美国恐怖片),https://vip1.lz-cdn1.com/20230724/21390_73961e14/index.m3u8
玛拉2018(英国恐怖片),https://vip1.lz-cdn1.com/20230723/21363_c2b4d0fe/index.m3u8
对抗男孩(美国恐怖片),https://vip.lz-cdn12.com/20230723/8870_021b6a22/index.m3u8
奇奇妙妙(韩国恐怖片),https://vip.lz-cdn12.com/20230721/8867_5ad37b16/index.m3u8
镜世界(大陆恐怖片),https://vip.lz-cdn12.com/20230719/8862_0bba7d7a/index.m3u8
流沙2023(哥伦比亚恐怖片),https://vip1.lz-cdn1.com/20230720/21333_128d1f56/index.m3u8
狂蟒惊魂(大陆恐怖片),https://vip.lz-cdn3.com/20230719/20364_811c8b16/index.m3u8
木偶惊魂2023(大陆恐怖片),https://hd.lz-cdn18.com/20230719/4096_e7c33697/index.m3u8
人狼恶(加拿大恐怖片),https://vip.lz-cdn3.com/20230718/20341_a844b3e0/index.m3u8
童邪(墨西哥恐怖片),https://vip.lz-cdn3.com/20230717/20326_102ce2d4/index.m3u8
一百英尺(美国恐怖片),https://vip.lz-cdn16.com/20230712/31627_7dc92cfc/index.m3u8
野女狼(台湾恐怖片),https://vip.lz-cdn16.com/20230713/31633_786d32a7/index.m3u8
血色夫妻(美国恐怖片),https://vip.lz-cdn16.com/20230712/31628_4d9dd413/index.m3u8
失魂记忆(美国恐怖片),https://vip.lz-cdn16.com/20230712/31626_bf51d5d4/index.m3u8
暗夜鬼叫声(美国恐怖片),https://vip.lz-cdn16.com/20230712/31625_487306fd/index.m3u8
地狱女子(印度尼西亚/韩国/美国恐怖片),https://vip.lz-cdn3.com/20230716/20289_7f46a168/index.m3u8
颤栗汪洋3(澳大利亚恐怖片),https://vip.lz-cdn3.com/20230716/20282_c8df7b02/index.m3u8
圣餐娃娃的诅咒(西班牙恐怖片),https://vip.lz-cdn3.com/20230715/20277_cc1174b4/index.m3u8
恶魔印记(墨西哥恐怖片),https://vip.lz-cdn3.com/20230715/20260_fad05d87/index.m3u8
我制服了魔鬼(美国恐怖片),https://vip.lz-cdn3.com/20230714/20241_0355cab8/index.m3u8
我们之一2017(美国恐怖片),https://vip.lz-cdn3.com/20230714/20238_9f999e00/index.m3u8
祭屋出租(泰国恐怖片),https://vip.lz-cdn3.com/20230713/20232_88f8a1e6/index.m3u8
天灵灵地灵灵【国语】(香港恐怖片),https://vip.lz-cdn3.com/20230712/20209_b150678a/index.m3u8
神台猫【国语】(香港恐怖片),https://vip.lz-cdn3.com/20230712/20207_83af64f1/index.m3u8
尸降1991【国语】(香港恐怖片),https://vip.lz-cdn3.com/20230711/20176_c30d1cdd/index.m3u8
邪1980【国语】(香港恐怖片),https://vip.lz-cdn3.com/20230711/20167_b9f1cbaa/index.m3u8
新加坡司令(美国恐怖片),https://vip.lz-cdn17.com/20230708/22715_be9178c4/index.m3u8
嗜血狂徒(美国恐怖片),https://vip.lz-cdn17.com/20230708/22712_26ccaab8/index.m3u8
狂暴活尸夜(英国恐怖片),https://vip.lz-cdn17.com/20230708/22711_b2d628b3/index.m3u8
僵尸之夜2004(德国恐怖片),https://vip.lz-cdn17.com/20230708/22710_b56f4a80/index.m3u8
不可思议的融化人(美国恐怖片),https://vip.lz-cdn17.com/20230708/22709_7788df4b/index.m3u8
细骨小屋(英国恐怖片),https://vip.lz-cdn3.com/20230709/20143_78e22f93/index.m3u8
故事游戏(美国恐怖片),https://vip1.lz-cdn1.com/20230709/21172_6f076f81/index.m3u8
撞邪先生【国语】(香港恐怖片),https://vip.lz-cdn3.com/20230709/20139_f99cdd46/index.m3u8
衰鬼抓狂-惊魂今晚夜【国语】(香港恐怖片),https://vip.lz-cdn3.com/20230709/20130_3b562a3f/index.m3u8
尸妖【粤语】(香港恐怖片),https://vip.lz-cdn3.com/20230709/20128_80b10bdc/index.m3u8
撞邪31号(大陆恐怖片),https://vip.lz-cdn3.com/20230708/20111_dbaa5cdb/index.m3u8
校花诡异事件(大陆恐怖片),https://vip.lz-cdn3.com/20230707/20079_14a2a0d9/index.m3u8
魔镜2015(大陆恐怖片),https://vip.lz-cdn3.com/20230706/20064_d210b194/index.m3u8
大漠之战(大陆恐怖片),https://vip.lz-cdn3.com/20230705/20037_e2f688af/index.m3u8
圣堂风云2000(美国恐怖片),https://vip.lz-cdn3.com/20230704/20022_a274ae13/index.m3u8
失踪之谜1986(美国恐怖片),https://vip.lzcdn2.com/20230703/26207_32340447/index.m3u8
裂口女(日本恐怖片),https://vip.lz-cdn16.com/20230630/29751_bad616be/index.m3u8
敦威治恐怖事件(美国恐怖片),https://vip.lz-cdn16.com/20230630/29744_aee55e3e/index.m3u8
白车惊魂(美国恐怖片),https://vip.lz-cdn16.com/20230630/29743_90843061/index.m3u8
鬼眼1974【国语】(香港恐怖片),https://vip.lz-cdn3.com/20230701/19971_724ad6bf/index.m3u8
鸦魔(台湾恐怖片),https://vip.lz-cdn3.com/20230630/19962_19f9f354/index.m3u8
睡枕派对大屠杀(美国恐怖片),https://vip.lz-cdn3.com/20230630/19958_c21c2f91/index.m3u8
人皮高跟鞋【国语】(香港恐怖片),https://vip.lz-cdn3.com/20230630/19957_fbb167f3/index.m3u8
人皮高跟鞋【粤语】(香港恐怖片),https://vip.lz-cdn3.com/20230630/19956_a62b3225/index.m3u8
灵魂刺杀令2023(美国恐怖片),https://vip1.lz-cdn1.com/20230628/21155_b006a949/index.m3u8
碰撞2022(美国恐怖片),https://vip1.lz-cdn1.com/20230628/21154_a9abb5c3/index.m3u8
魔鬼泰坦尼克(美国恐怖片),https://vip1.lz-cdn1.com/20230628/21153_144d5ed3/index.m3u8
僵尸岛2022(越南恐怖片),https://vip.lz-cdn3.com/20230629/19939_eaab21b6/index.m3u8
荒野狂兽(美国恐怖片),https://vip.lz-cdn3.com/20230629/19937_073b35db/index.m3u8
血之轨迹(瑞典/美国恐怖片),https://vip.lz-cdn16.com/20230628/29630_051002d6/index.m3u8
末日庇护(美国恐怖片),https://vip.lz-cdn16.com/20230628/29620_16520527/index.m3u8
裂口女2(日本恐怖片),https://vip.lz-cdn16.com/20230628/29734_effa5946/index.m3u8
恐怖爆发(日本恐怖片),https://vip.lz-cdn16.com/20230628/29616_32d97a9b/index.m3u8
南茅北马(大陆恐怖片),https://vip.lz-cdn3.com/20230628/19923_9befcc92/index.m3u8
害怕看不见的人(美国恐怖片),https://vip.lz-cdn3.com/20230628/19916_4e9b2e6c/index.m3u8
兔子快跑(澳大利亚恐怖片),https://vip.lz-cdn3.com/20230628/19914_9cdca7dc/index.m3u8
鬼女佣(泰国恐怖片),https://vip.lz-cdn3.com/20230628/19907_74999b02/index.m3u8
地狱游乐园(美国恐怖片),https://vip.lz-cdn3.com/20230628/19906_d4a638a9/index.m3u8
